TransactionType,TransactionID,TransactionDate,CustomerID,ProductOrService,Category,Revenue,Cost,Margin,Channel,PaymentMethod,EmployeeID,Status,Notes
Sale,SO701571,2025-06-18,10059,P020,Sales,10.71,2.8,7.91,In-Store,PayPal,E02,Completed,Phone sales order
Sale,SO701572,2025-06-19,10455,P001,Sales,999.0,760.0,239.0,In-Store,Card,E09,Completed,Phone sales order
Sale,SO701573,2025-06-19,10657,P017,Sales,18.81,4.0,14.81,Phone,Cash,E01,Completed,Phone sales order
Repair,RT901118,2025-06-19,10232,Huawei P40 - Charging Problem,Repairs,113.55,36.45,77.1,Walk-in,Cash,E05,Completed,Charging Problem
Sale,SO701574,2025-06-20,10085,P013,Sales,19.92,8.4,11.52,In-Store,PayPal,E08,Completed,Phone sales order
Sale,SO701575,2025-06-20,10293,P021; P013; P022,Sales,137.01,42.9,94.11,In-Store,Cash,E01,Completed,Phone sales order
Sale,SO701576,2025-06-20,10171,P002,Sales,849.0,645.0,204.0,In-Store,Card,E12,Completed,Phone sales order
Repair,RT901119,2025-06-20,10349,Google Pixel 8 - Camera Failure,Repairs,121.75,40.2,81.55,Website,Bizum,E06,Completed,Camera Failure
Repair,RT901120,2025-06-20,10755,Oppo Reno 10 - Charging Problem,Repairs,113.55,36.45,77.1,Walk-in,Card,E06,Completed,Charging Problem
Sale,SO701577,2025-06-21,10780,P012,Sales,29.8,6.2,23.6,In-Store,Card,E12,Completed,Phone sales order
Sale,SO701578,2025-06-21,10505,P024; P016; P024,Sales,137.73,29.0,108.73,In-Store,PayPal,E01,Completed,Phone sales order
Sale,SO701579,2025-06-21,10525,P014; P008; P022,Sales,1053.22,788.9,264.32,In-Store,Bizum,E01,Completed,Phone sales order
Repair,RT901121,2025-06-21,10147,OnePlus Nord 3 - Water Damage,Repairs,92.6,29.2,63.4,WhatsApp,Cash,E06,Completed,Water Damage
Repair,RT901122,2025-06-21,10424,Apple iPhone 14 - Screen Crack,Repairs,259.05,90.95,168.1,Walk-in,Card,E05,Completed,Screen Crack
Repair,RT901123,2025-06-21,10044,Google Pixel 8a - Screen Crack,Repairs,257.45,89.95,167.5,Phone,PayPal,E11,Completed,Screen Crack
Repair,RT901124,2025-06-21,10675,Samsung Galaxy S23 - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,Cash,E06,Completed,Battery Drain
Repair,RT901125,2025-06-21,10242,Xiaomi Redmi Note 12 - Back Glass Damage,Repairs,93.95,29.7,64.25,WhatsApp,Bizum,E06,Completed,Back Glass Damage
Repair,RT901126,2025-06-21,10158,Oppo Find X5 - Back Glass Damage,Repairs,108.95,34.95,74.0,Walk-in,Card,E04,Completed,Back Glass Damage
Sale,SO701580,2025-06-22,10717,P004,Sales,958.0,720.0,238.0,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO701581,2025-06-22,10676,P024,Sales,53.91,8.0,45.91,Phone,Card,E01,Completed,Phone sales order
Sale,SO701582,2025-06-22,10536,P016; P015,Sales,149.6,67.0,82.6,Website,Card,E09,Completed,Phone sales order
Repair,RT901127,2025-06-22,10042,Samsung Galaxy S24 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E11,Completed,Water Damage
Repair,RT901128,2025-06-22,10376,Samsung Galaxy A55 - Water Damage,Repairs,82.6,25.7,56.9,Phone,Card,E04,Completed,Water Damage
Sale,SO701583,2025-06-23,10335,P015; P014,Sales,158.4,65.1,93.3,WhatsApp,Bizum,E02,Completed,Phone sales order
Sale,SO701584,2025-06-23,10701,P003,Sales,1798.0,1380.0,418.0,In-Store,Card,E09,Completed,Phone sales order
Sale,SO701585,2025-06-23,10523,P021,Sales,59.8,22.0,37.8,Website,Bizum,E12,Completed,Phone sales order
Repair,RT901129,2025-06-23,10520,Huawei P50 - Battery Drain,Repairs,135.15,44.45,90.7,Phone,Card,E05,Completed,Battery Drain
Repair,RT901130,2025-06-24,10219,Samsung Galaxy S22 - Water Damage,Repairs,92.6,29.2,63.4,Walk-in,Card,E04,Completed,Water Damage
Repair,RT901131,2025-06-24,10576,Oppo Reno 10 - Water Damage,Repairs,82.6,25.7,56.9,Walk-in,PayPal,E06,Completed,Water Damage
Repair,RT901132,2025-06-24,10480,Apple iPhone 12 - Water Damage,Repairs,97.6,30.95,66.65,Walk-in,Bank Transfer,E06,Completed,Water Damage
Repair,RT901133,2025-06-24,10434,Google Pixel 8 - Camera Failure,Repairs,156.75,52.45,104.3,WhatsApp,PayPal,E11,Completed,Camera Failure
Sale,SO701586,2025-06-25,10289,P010,Sales,549.0,385.0,164.0,In-Store,Card,E12,Completed,Phone sales order
Repair,RT901134,2025-06-25,10568,OnePlus Nord 2 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,Card,E11,Completed,Charging Problem
Sale,SO701587,2025-06-26,10761,P024,Sales,53.91,8.0,45.91,Website,Cash,E08,Completed,Phone sales order
Sale,SO701588,2025-06-26,10724,P002,Sales,849.0,645.0,204.0,Website,Card,E08,Completed,Phone sales order
Repair,RT901135,2025-06-26,10695,Oppo Find X5 - Camera Failure,Repairs,136.75,45.45,91.3,WhatsApp,PayPal,E06,Completed,Camera Failure
Repair,RT901136,2025-06-26,10375,Xiaomi Xiaomi 13T - Water Damage,Repairs,87.6,27.45,60.15,WhatsApp,PayPal,E04,Completed,Water Damage
Sale,SO701589,2025-06-27,10752,P019; P009,Sales,1113.1,856.5,256.6,In-Store,Bank Transfer,E02,Completed,Phone sales order
Sale,SO701590,2025-06-27,10045,P020; P005; P020,Sales,2312.85,1838.4,474.45,Marketplace,Cash,E08,Completed,Phone sales order
Sale,SO701591,2025-06-27,10541,P011; P020,Sales,41.71,11.8,29.91,WhatsApp,Card,E03,Completed,Phone sales order
Sale,SO701592,2025-06-27,10008,P013,Sales,22.41,8.4,14.01,WhatsApp,PayPal,E02,Completed,Phone sales order
Sale,SO701593,2025-06-27,10386,P008; P016,Sales,450.11,403.0,47.11,In-Store,PayPal,E01,Completed,Phone sales order
Sale,SO701594,2025-06-27,10400,P013,Sales,47.31,16.8,30.51,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO701595,2025-06-28,10442,P020,Sales,10.12,2.8,7.32,Website,Cash,E02,Completed,Phone sales order
Sale,SO701596,2025-06-28,10551,P009; P012; P020,Sales,982.97,845.9,137.07,In-Store,Card,E02,Completed,Phone sales order
Sale,SO701597,2025-06-28,10478,P012; P024,Sales,74.8,11.1,63.7,Website,Card,E08,Completed,Phone sales order
Repair,RT901137,2025-06-28,10236,Samsung Galaxy A34 - Battery Drain,Repairs,115.15,37.45,77.7,Walk-in,Bizum,E11,Completed,Battery Drain
Repair,RT901138,2025-06-28,10448,Apple iPhone 11 - Battery Drain,Repairs,141.35,46.95,94.4,WhatsApp,PayPal,E11,Completed,Battery Drain
Repair,RT901139,2025-06-28,10789,Oppo Find X5 - Charging Problem,Repairs,78.55,24.2,54.35,WhatsApp,Card,E06,Completed,Charging Problem
Repair,RT901140,2025-06-29,10248,OnePlus Nord 4 - Charging Problem,Repairs,93.55,29.45,64.1,WhatsApp,Bizum,E04,Waiting Parts,Charging Problem
Repair,RT901141,2025-06-29,10461,Google Pixel 8 - Back Glass Damage,Repairs,98.95,31.45,67.5,Phone,Cash,E11,Completed,Back Glass Damage
Repair,RT901142,2025-06-29,10515,Google Pixel 7 - Speaker Issue,Repairs,83.55,25.95,57.6,WhatsApp,PayPal,E04,Completed,Speaker Issue
Sale,SO701598,2025-06-30,10591,P016,Sales,25.42,13.0,12.42,In-Store,Cash,E01,Completed,Phone sales order
Sale,SO701599,2025-06-30,10431,P008; P022,Sales,1080.41,781.5,298.91,WhatsApp,Bank Transfer,E09,Completed,Phone sales order
Repair,RT901143,2025-06-30,10096,Google Pixel 8 - Back Glass Damage,Repairs,88.95,27.95,61.0,Walk-in,Bank Transfer,E04,Completed,Back Glass Damage
Repair,RT901144,2025-06-30,10043,OnePlus Nord 3 - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,Cash,E05,Completed,Battery Drain
Repair,RT901145,2025-06-30,10096,Oppo A78 - Charging Problem,Repairs,78.55,24.2,54.35,WhatsApp,Card,E11,Completed,Charging Problem
Sale,SO701600,2025-07-01,10035,P022,Sales,19.92,1.5,18.42,In-Store,PayPal,E12,Completed,Phone sales order
Sale,SO701601,2025-07-01,10178,P006; P012,Sales,258.43,196.2,62.23,In-Store,PayPal,E09,Completed,Phone sales order
Sale,SO701602,2025-07-02,10595,P006; P007,Sales,683.15,565.0,118.15,WhatsApp,PayPal,E08,Completed,Phone sales order
Sale,SO701603,2025-07-02,10280,P023,Sales,19.9,1.2,18.7,Website,PayPal,E02,Completed,Phone sales order
Sale,SO701604,2025-07-03,10299,P006; P024,Sales,577.9,388.0,189.9,Website,Cash,E12,Completed,Phone sales order
Sale,SO701605,2025-07-03,10100,P024,Sales,59.9,8.0,51.9,In-Store,Card,E03,Completed,Phone sales order
Repair,RT901146,2025-07-03,10452,Samsung Galaxy S22 - Water Damage,Repairs,107.6,34.45,73.15,Walk-in,Bizum,E06,Completed,Water Damage
Repair,RT901147,2025-07-03,10012,Google Pixel 8a - Camera Failure,Repairs,146.75,48.95,97.8,Phone,Card,E11,Completed,Camera Failure
Repair,RT901148,2025-07-03,10761,OnePlus Nord 2 - Water Damage,Repairs,92.6,29.2,63.4,Walk-in,Cash,E06,Waiting Parts,Water Damage
Sale,SO701606,2025-07-04,10232,P023; P022,Sales,40.08,2.7,37.38,In-Store,Card,E08,Completed,Phone sales order
Sale,SO701607,2025-07-04,10188,P017; P011; P009,Sales,1197.75,860.6,337.15,Phone,Bizum,E08,Completed,Phone sales order
Sale,SO701608,2025-07-04,10585,P005,Sales,799.0,610.0,189.0,WhatsApp,Card,E01,Completed,Phone sales order
Repair,RT901149,2025-07-04,10738,Samsung Galaxy S23 - Battery Drain,Repairs,135.15,44.45,90.7,Phone,Cash,E11,Completed,Battery Drain
Repair,RT901150,2025-07-04,10203,Xiaomi Xiaomi 13T - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E05,Completed,Water Damage
Sale,SO701609,2025-07-05,10427,P022,Sales,23.65,1.5,22.15,Website,Bank Transfer,E03,Completed,Phone sales order
Sale,SO701610,2025-07-05,10007,P023,Sales,18.91,1.2,17.71,WhatsApp,Bank Transfer,E03,Completed,Phone sales order
Sale,SO701611,2025-07-05,10361,P012; P006,Sales,468.61,386.2,82.41,In-Store,Card,E03,Completed,Phone sales order
Repair,RT901151,2025-07-05,10681,Samsung Galaxy A34 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,Card,E11,Completed,Screen Crack
Repair,RT901152,2025-07-05,10174,Xiaomi Xiaomi 13T - Camera Failure,Repairs,121.75,40.2,81.55,Walk-in,Card,E11,Completed,Camera Failure
Repair,RT901153,2025-07-05,10794,OnePlus Nord 3 - Camera Failure,Repairs,126.75,41.95,84.8,Walk-in,Bank Transfer,E05,Completed,Camera Failure
Repair,RT901154,2025-07-05,10629,Huawei P40 - Charging Problem,Repairs,113.55,36.45,77.1,Walk-in,Card,E11,Completed,Charging Problem
Sale,SO701612,2025-07-06,10059,P023,Sales,19.9,1.2,18.7,In-Store,PayPal,E12,Completed,Phone sales order
Sale,SO701613,2025-07-06,10746,P006; P023,Sales,263.96,191.2,72.76,In-Store,Cash,E01,Completed,Phone sales order
Repair,RT901155,2025-07-06,10469,Apple iPhone 11 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E04,Completed,Water Damage
Sale,SO701614,2025-07-07,10069,P016; P002,Sales,866.35,671.0,195.35,In-Store,Card,E01,Completed,Phone sales order
Sale,SO701615,2025-07-07,10364,P024,Sales,56.9,8.0,48.9,In-Store,Card,E09,Completed,Phone sales order
Sale,SO701616,2025-07-07,10743,P022,Sales,21.17,1.5,19.67,In-Store,Cash,E03,Completed,Phone sales order
Sale,SO701617,2025-07-08,10350,P008,Sales,1507.65,1170.0,337.65,Website,Cash,E08,Completed,Phone sales order
Sale,SO701618,2025-07-08,10240,P022,Sales,24.9,1.5,23.4,In-Store,Bank Transfer,E03,Completed,Phone sales order
Sale,SO701619,2025-07-08,10385,P006; P013,Sales,232.1,198.4,33.7,In-Store,Cash,E03,Completed,Phone sales order
Repair,RT901156,2025-07-08,10408,Xiaomi Redmi Note 13 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,Card,E04,Completed,Battery Drain
Repair,RT901157,2025-07-09,10107,OnePlus Nord 3 - Screen Crack,Repairs,257.45,89.95,167.5,Walk-in,Cash,E04,Completed,Screen Crack
Sale,SO701620,2025-07-10,10754,P024,Sales,59.9,8.0,51.9,In-Store,Cash,E02,Completed,Phone sales order
Sale,SO701621,2025-07-10,10072,P007,Sales,474.05,375.0,99.05,WhatsApp,Card,E08,Completed,Phone sales order
Repair,RT901158,2025-07-10,10143,Oppo Find X5 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,Cash,E04,Completed,Battery Drain
Sale,SO701622,2025-07-11,10428,P006; P012; P005,Sales,929.1,806.2,122.9,Website,Card,E09,Completed,Phone sales order
Sale,SO701623,2025-07-11,10478,P005,Sales,679.15,610.0,69.15,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO701624,2025-07-11,10726,P011,Sales,16.92,6.2,10.72,In-Store,Bizum,E03,Completed,Phone sales order
Sale,SO701625,2025-07-11,10016,P022; P014,Sales,34.66,5.2,29.46,Phone,Card,E12,Completed,Phone sales order
Repair,RT901159,2025-07-11,10345,OnePlus Nord 2 - Water Damage,Repairs,107.6,34.45,73.15,Walk-in,PayPal,E06,Completed,Water Damage
Repair,RT901160,2025-07-11,10602,Apple iPhone SE - Speaker Issue,Repairs,88.55,27.7,60.85,WhatsApp,PayPal,E04,Completed,Speaker Issue
Sale,SO701626,2025-07-12,10592,P012,Sales,14.15,3.1,11.05,In-Store,Cash,E12,Completed,Phone sales order
Sale,SO701627,2025-07-12,10028,P001; P006; P009,Sales,2060.15,1560.0,500.15,In-Store,Card,E01,Completed,Phone sales order
Sale,SO701628,2025-07-12,10097,P005,Sales,799.0,610.0,189.0,WhatsApp,Bank Transfer,E03,Completed,Phone sales order
Sale,SO701629,2025-07-12,10181,P010,Sales,1482.3,1155.0,327.3,In-Store,Bank Transfer,E03,Completed,Phone sales order
Repair,RT901161,2025-07-12,10464,Xiaomi Redmi Note 12 - Camera Failure,Repairs,136.75,45.45,91.3,Walk-in,PayPal,E06,Completed,Camera Failure
Repair,RT901162,2025-07-12,10042,Samsung Galaxy S21 - Charging Problem,Repairs,88.55,27.7,60.85,WhatsApp,Bizum,E04,Completed,Charging Problem
Repair,RT901163,2025-07-12,10444,Samsung Galaxy S22 - Speaker Issue,Repairs,113.55,36.45,77.1,Walk-in,Bank Transfer,E11,Completed,Speaker Issue
Sale,SO701630,2025-07-13,10418,P019; P003,Sales,1688.0,1413.0,275.0,In-Store,Bank Transfer,E09,Completed,Phone sales order
Sale,SO701631,2025-07-13,10642,P014; P024,Sales,72.8,11.7,61.1,In-Store,Card,E02,Completed,Phone sales order
Sale,SO701632,2025-07-13,10245,P003,Sales,854.05,690.0,164.05,In-Store,Bizum,E09,Completed,Phone sales order
Sale,SO701633,2025-07-13,10455,P002; P010,Sales,2496.0,1800.0,696.0,Website,Card,E02,Completed,Phone sales order
Sale,SO701634,2025-07-13,10428,P018,Sales,15.22,5.0,10.22,In-Store,Cash,E02,Completed,Phone sales order
Sale,SO701635,2025-07-13,10527,P014; P011,Sales,28.87,9.9,18.97,Website,Cash,E01,Completed,Phone sales order
Repair,RT901164,2025-07-13,10097,Xiaomi Xiaomi 13T - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Card,E04,Completed,Charging Problem
Repair,RT901165,2025-07-13,10197,Oppo Reno 10 - Water Damage,Repairs,82.6,25.7,56.9,Walk-in,PayPal,E04,Waiting Parts,Water Damage
Repair,RT901166,2025-07-13,10752,Xiaomi Redmi Note 12 - Screen Crack,Repairs,247.45,86.45,161.0,WhatsApp,Card,E05,Completed,Screen Crack
Repair,RT901167,2025-07-13,10682,OnePlus Nord 4 - Back Glass Damage,Repairs,88.95,27.95,61.0,Phone,Bizum,E06,Completed,Back Glass Damage
Repair,RT901168,2025-07-13,10245,Apple iPhone 12 - Screen Crack,Repairs,254.05,89.2,164.85,Walk-in,Bank Transfer,E06,Completed,Screen Crack
Sale,SO701636,2025-07-14,10146,P024,Sales,59.9,8.0,51.9,In-Store,Bank Transfer,E09,Completed,Phone sales order
Sale,SO701637,2025-07-14,10120,P017,Sales,9.9,2.0,7.9,Marketplace,PayPal,E09,Completed,Phone sales order
Repair,RT901169,2025-07-14,10556,Samsung Galaxy S21 - Water Damage,Repairs,107.6,34.45,73.15,WhatsApp,Card,E05,Completed,Water Damage
Sale,SO701638,2025-07-15,10697,P023; P014; P011,Sales,117.31,30.9,86.41,In-Store,Cash,E02,Completed,Phone sales order
Sale,SO701639,2025-07-15,10196,P014,Sales,12.9,3.7,9.2,Website,Card,E08,Completed,Phone sales order
Sale,SO701640,2025-07-15,10109,P017,Sales,9.9,2.0,7.9,In-Store,Cash,E12,Completed,Phone sales order
Repair,RT901170,2025-07-15,10574,Samsung Galaxy A34 - Speaker Issue,Repairs,88.55,27.7,60.85,Walk-in,Card,E06,Completed,Speaker Issue
Repair,RT901171,2025-07-15,10696,Samsung Galaxy S22 - Screen Crack,Repairs,232.45,81.2,151.25,Walk-in,Card,E05,Completed,Screen Crack
Sale,SO701641,2025-07-16,10056,P017; P024,Sales,77.72,12.0,65.72,In-Store,Bank Transfer,E02,Completed,Phone sales order
Sale,SO701642,2025-07-16,10172,P005,Sales,719.1,610.0,109.1,Website,Cash,E01,Completed,Phone sales order
Repair,RT901172,2025-07-16,10414,Samsung Galaxy A55 - Speaker Issue,Repairs,103.55,32.95,70.6,Walk-in,Card,E11,Completed,Speaker Issue
Repair,RT901173,2025-07-16,10270,Huawei P30 - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,Card,E04,Completed,Screen Crack
Repair,RT901174,2025-07-16,10728,Samsung Galaxy A34 - Screen Crack,Repairs,232.45,81.2,151.25,Phone,PayPal,E11,Completed,Screen Crack
Sale,SO701643,2025-07-17,10719,P001,Sales,949.05,760.0,189.05,In-Store,Cash,E12,Completed,Phone sales order
Sale,SO701644,2025-07-17,10795,P010,Sales,439.2,385.0,54.2,Phone,PayPal,E12,Completed,Phone sales order
Repair,RT901175,2025-07-17,10343,OnePlus Nord 3 - Speaker Issue,Repairs,83.55,25.95,57.6,Walk-in,Card,E06,Completed,Speaker Issue
Sale,SO701645,2025-07-18,10753,P017; P021,Sales,46.22,15.0,31.22,In-Store,Card,E01,Completed,Phone sales order
Sale,SO701646,2025-07-18,10131,P003,Sales,899.0,690.0,209.0,Website,Card,E09,Completed,Phone sales order
Sale,SO701647,2025-07-18,10419,P009,Sales,599.0,420.0,179.0,Website,Cash,E12,Completed,Phone sales order
Repair,RT901176,2025-07-18,10373,Google Pixel 8a - Water Damage,Repairs,107.6,34.45,73.15,Walk-in,Card,E11,Completed,Water Damage
Repair,RT901177,2025-07-18,10277,Apple iPhone 12 - Back Glass Damage,Repairs,88.95,27.95,61.0,Walk-in,Bizum,E05,Completed,Back Glass Damage
Repair,RT901178,2025-07-18,10459,Oppo A78 - Water Damage,Repairs,92.6,29.2,63.4,Walk-in,PayPal,E05,Completed,Water Damage
Sale,SO701648,2025-07-19,10056,P024,Sales,59.9,8.0,51.9,WhatsApp,Card,E09,Completed,Phone sales order
Repair,RT901179,2025-07-19,10472,OnePlus Nord 2 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,Cash,E11,Completed,Charging Problem
Repair,RT901180,2025-07-19,10671,Oppo Find X5 - Battery Drain,Repairs,105.15,33.95,71.2,Website,Card,E05,Completed,Battery Drain
Sale,SO701649,2025-07-20,10413,P023,Sales,18.91,1.2,17.71,In-Store,PayPal,E08,Completed,Phone sales order
Sale,SO701650,2025-07-20,10073,P022; P006; P017,Sales,267.4,193.5,73.9,Website,Card,E02,Completed,Phone sales order
Repair,RT901181,2025-07-20,10119,Google Pixel 8a - Screen Crack,Repairs,242.45,84.7,157.75,Walk-in,Card,E05,Completed,Screen Crack
Repair,RT901182,2025-07-20,10568,Apple iPhone 14 - Back Glass Damage,Repairs,98.95,31.45,67.5,Walk-in,Card,E06,Waiting Parts,Back Glass Damage
Repair,RT901183,2025-07-20,10275,Huawei P40 - Speaker Issue,Repairs,83.55,25.95,57.6,Walk-in,PayPal,E04,Completed,Speaker Issue
Repair,RT901184,2025-07-20,10038,Huawei P40 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,Bank Transfer,E04,Completed,Battery Drain
Sale,SO701651,2025-07-21,10761,P005,Sales,1598.0,1220.0,378.0,Website,Cash,E12,Completed,Phone sales order
Repair,RT901185,2025-07-21,10219,Apple iPhone 12 - Battery Drain,Repairs,131.35,43.45,87.9,WhatsApp,Cash,E11,Completed,Battery Drain
Sale,SO701652,2025-07-22,10207,P009,Sales,569.05,420.0,149.05,In-Store,Cash,E08,Completed,Phone sales order
Repair,RT901186,2025-07-22,10565,Huawei P40 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,Cash,E06,Completed,Battery Drain
Repair,RT901187,2025-07-23,10650,OnePlus Nord 3 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Card,E06,Completed,Charging Problem
Repair,RT901188,2025-07-23,10035,Huawei P30 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Cash,E06,Completed,Water Damage
Sale,SO701653,2025-07-24,10326,P017; P008,Sales,512.45,392.0,120.45,In-Store,Bizum,E08,Completed,Phone sales order
Sale,SO701654,2025-07-24,10265,P012; P009,Sales,610.92,423.1,187.82,Phone,Card,E03,Completed,Phone sales order
Repair,RT901189,2025-07-24,10406,Huawei P30 - Water Damage,Repairs,82.6,25.7,56.9,Walk-in,Cash,E04,Completed,Water Damage
Repair,RT901190,2025-07-24,10178,Apple iPhone 11 - Camera Failure,Repairs,121.75,40.2,81.55,Walk-in,Card,E05,Completed,Camera Failure
Repair,RT901191,2025-07-24,10368,Xiaomi Poco X5 - Camera Failure,Repairs,136.75,45.45,91.3,WhatsApp,Cash,E05,Completed,Camera Failure
Repair,RT901192,2025-07-25,10096,Samsung Galaxy A55 - Screen Crack,Repairs,257.45,89.95,167.5,Walk-in,Card,E05,Completed,Screen Crack
Repair,RT901193,2025-07-25,10299,Xiaomi Redmi Note 11 - Back Glass Damage,Repairs,98.95,31.45,67.5,Phone,Bank Transfer,E04,Completed,Back Glass Damage
Repair,RT901194,2025-07-25,10135,Samsung Galaxy S21 - Water Damage,Repairs,92.6,29.2,63.4,Phone,Cash,E05,Completed,Water Damage
Sale,SO701655,2025-07-26,10338,P022,Sales,23.65,1.5,22.15,In-Store,Card,E08,Completed,Phone sales order
Sale,SO701656,2025-07-26,10655,P020,Sales,11.3,2.8,8.5,In-Store,PayPal,E09,Completed,Phone sales order
Sale,SO701657,2025-07-26,10800,P004; P003,Sales,1626.35,1410.0,216.35,In-Store,Bank Transfer,E12,Completed,Phone sales order
Repair,RT901195,2025-07-26,10333,Apple iPhone 13 - Screen Crack,Repairs,279.05,97.95,181.1,Walk-in,Cash,E11,Completed,Screen Crack
Repair,RT901196,2025-07-26,10651,OnePlus Nord 2 - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Bizum,E11,Completed,Charging Problem
Repair,RT901197,2025-07-26,10676,Xiaomi Redmi Note 12 - Camera Failure,Repairs,131.75,43.7,88.05,Phone,Card,E04,Completed,Camera Failure
Repair,RT901198,2025-07-26,10730,OnePlus Nord 2 - Screen Crack,Repairs,257.45,89.95,167.5,Walk-in,Card,E11,Completed,Screen Crack
Sale,SO701658,2025-07-27,10231,P022; P013,Sales,48.55,9.9,38.65,In-Store,Card,E01,Completed,Phone sales order
Sale,SO701659,2025-07-27,10251,P019,Sales,69.8,33.0,36.8,Website,Cash,E02,Completed,Phone sales order
Repair,RT901199,2025-07-27,10685,Google Pixel 7 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Card,E06,Completed,Water Damage
Sale,SO701660,2025-07-29,10158,P006,Sales,440.3,380.0,60.3,In-Store,Bizum,E08,Completed,Phone sales order
Sale,SO701661,2025-07-29,10722,P009,Sales,539.1,420.0,119.1,Marketplace,PayPal,E02,Completed,Phone sales order
Repair,RT901200,2025-07-30,10676,Xiaomi Redmi Note 12 - Speaker Issue,Repairs,88.55,27.7,60.85,WhatsApp,Cash,E06,Completed,Speaker Issue
Sale,SO701662,2025-07-31,10196,P015; P023,Sales,52.83,19.2,33.63,In-Store,Card,E09,Completed,Phone sales order
Repair,RT901201,2025-07-31,10363,Samsung Galaxy A55 - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,Bank Transfer,E11,Completed,Battery Drain
Repair,RT901202,2025-07-31,10263,Oppo Reno 10 - Back Glass Damage,Repairs,118.95,38.45,80.5,WhatsApp,Cash,E04,Completed,Back Glass Damage
Sale,SO701663,2025-08-01,10235,P007; P002; P003,Sales,2841.3,2355.0,486.3,Website,Card,E12,Completed,Phone sales order
Sale,SO701664,2025-08-01,10292,P018; P005,Sales,1646.33,1235.0,411.33,WhatsApp,Card,E09,Completed,Phone sales order
Repair,RT901203,2025-08-01,10586,Xiaomi Poco X5 - Speaker Issue,Repairs,103.55,32.95,70.6,Walk-in,Cash,E04,Completed,Speaker Issue
Repair,RT901204,2025-08-01,10105,Google Pixel 8 - Speaker Issue,Repairs,93.55,29.45,64.1,Walk-in,Card,E05,Completed,Speaker Issue
Sale,SO701665,2025-08-02,10646,P002,Sales,849.0,645.0,204.0,In-Store,Card,E02,Completed,Phone sales order
Sale,SO701666,2025-08-02,10258,P007,Sales,898.2,750.0,148.2,In-Store,Bank Transfer,E09,Completed,Phone sales order
Sale,SO701667,2025-08-02,10330,P013,Sales,23.65,8.4,15.25,WhatsApp,Card,E09,Completed,Phone sales order
Sale,SO701668,2025-08-02,10088,P016,Sales,59.8,26.0,33.8,In-Store,Cash,E02,Completed,Phone sales order
Repair,RT901205,2025-08-02,10078,Huawei P30 - Screen Crack,Repairs,247.45,86.45,161.0,WhatsApp,Card,E04,Completed,Screen Crack
Repair,RT901206,2025-08-02,10635,Huawei P50 - No Power,Repairs,193.2,65.95,127.25,Walk-in,Card,E05,Completed,No Power
Sale,SO701669,2025-08-03,10281,P002,Sales,806.55,645.0,161.55,Website,Card,E08,Completed,Phone sales order
Sale,SO701670,2025-08-03,10204,P023,Sales,18.91,1.2,17.71,In-Store,PayPal,E08,Completed,Phone sales order
Repair,RT901207,2025-08-03,10402,Xiaomi Redmi Note 13 - Battery Drain,Repairs,115.15,37.45,77.7,WhatsApp,Cash,E11,Completed,Battery Drain
Repair,RT901208,2025-08-03,10472,OnePlus Nord 4 - Battery Drain,Repairs,110.15,35.7,74.45,Walk-in,Card,E11,Completed,Battery Drain
Repair,RT901209,2025-08-03,10670,Oppo A78 - Camera Failure,Repairs,131.75,43.7,88.05,Walk-in,Bizum,E04,Completed,Camera Failure
Repair,RT901210,2025-08-03,10183,Apple iPhone SE - Camera Failure,Repairs,131.75,43.7,88.05,Phone,Bank Transfer,E04,Completed,Camera Failure
Repair,RT901211,2025-08-03,10222,Google Pixel 8 - Battery Drain,Repairs,135.15,44.45,90.7,Walk-in,PayPal,E04,Completed,Battery Drain
Repair,RT901212,2025-08-03,10455,Xiaomi Redmi Note 12 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Card,E05,Completed,Charging Problem
Repair,RT901213,2025-08-04,10053,Oppo Reno 10 - No Power,Repairs,193.2,65.95,127.25,Phone,Bizum,E05,Completed,No Power
